,country,description,designation,points,price,province,region_1,region_2,variety,winery,Red?,Wine_Bins
82,US,"A red Meritage driven by 73% Cabernet Sauvignon, this structured, full-bodied wine also blends in 19% Merlot, 3% Petit Verdot and 3% Malbec. Blackberry and chocolate accent chalky tannins, with bold hits of black licorice, cassis, pencil and black tea. Drink now through 2020.",Magnificat,91,50.0,California,Napa Valley,Napa,Meritage,Franciscan,True,Ultra Premium: $30-50
83,US,"Bright, light oak shadings dress up this medium-bodied wine, complementing the red cherry and strawberry flavors. It's fresh, fruity and not very tannic—easy to drink and enjoy.",*Unknown Wine*,86,10.0,California,California,California Other,Cabernet Sauvignon,Belle Ambiance,True,Value: Under $10
84,Italy,"Aromas of white spring flower, orchard fruit and citrus spill out of the glass. The fun lively palate delivers ripe yellow peach and green apple alongside a foaming mousse.",Nature,86,22.0,Veneto,Prosecco,Prosecco,Glera,De Stefani,False,Super Premium: $20-30
85,US,"A smoky scent and earthy, crisp-apple flavors make this medium-bodied wine a change of pace from the average butterball Chardonnay. It has welcome acidity and a nicely smooth texture.",Small Lot Blend,86,13.0,California,Mendocino County,Mendocino/Lake Counties,Chardonnay,Parducci,False,Popular: $10-15
86,Portugal,"This family-owned estate has produced an immediately attractive entry-level wine. Lightly spiced with wood, it blends Touriga Franca, Tinta Roriz and Tinta Barroca to show black fruit, ripe tannins and bright acidity. Drink now.",Muros de Vinha,86,10.0,Douro,Douro,Douro,Portuguese Red,Quinta do Portal,True,Value: Under $10
87,France,"This is a smooth, soft wine that is full of black fruits and ripe tannins. The Merlot rounds out the rougher edges of the Malbec to give a rich juicy wine that will develop quickly. It is all fruit, generous and ready to drink from 2017.",Château Beauvillain-Monpezat,86,14.0,Southwest France,Cahors,Cahors,Malbec-Merlot,Rigal,True,Popular: $10-15
88,US,"This is an easygoing wine that's neither too oaky nor too crisp, with a decent blend of ripe pear and baking spice flavors paired with soft, smooth texture.",*Unknown Wine*,86,18.0,California,California,California Other,Chardonnay,The Naked Grape,False,Premium: $15-20
89,US,"Blended with small amounts of Merlot, Cabernet Franc, Petit Verdot and Malbec, this is an austere, unfussy red made in modest quantities that has crisp red currant and cranberry flavors interwoven with cedar and dried herb.",*Unknown Wine*,86,36.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Tin Barn,True,Ultra Premium: $30-50
90,US,"Juicy kiwi, lime blossom and sour apple candy aromas show on the nose of this ripe white—the first 2016 submitted from the region. The palate is oily in texture, with honeydew and more lime-kiwi-bubblegum flavors.",*Unknown Wine*,86,24.0,California,South Coast,South Coast,Viognier,Hawk Watch Winery,False,Super Premium: $20-30
91,US,"Brambly and herbal, this wine shows bright acidity underlying a full-bodied, incoherently ripe palate of tar, toffee and rich cola notes.",Stephanie,86,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hestan,True,Ultra Premium: $30-50
92,Italy,"The nose is a bit shy but eventually reveals underbrush, red berry and a toasted note. The straightforward palate is quite lean, offering raw sour cherry, a green note of powdered sage and a hint of ground pepper alongside raspy tannins that leave an astringent finish.",*Unknown Wine*,86,45.0,Tuscany,Brunello di Montalcino,Brunello di Montalcino,Sangiovese,Il Grappolo,True,Ultra Premium: $30-50
93,US,"This Cabernet Sauvignon-dominant blend boasts leather, tobacco leaf and black pepper flavors, giving it muscle and a rustic edge, the tannins and fruit mellowed with age.",Bella's Blend,86,48.0,California,Knights Valley,Sonoma,Cabernet Sauvignon-Cabernet Franc,Ehret,True,Ultra Premium: $30-50
94,US,"Fans of stickies may find pleasure in this bottling, but it is tremendously sweet and oily. Candied honeydew and kiwi scents meet with sweet juniper and pine on the nose. On the palate, it tastes squarely of golden honey. It's soft, unctuous and thick in consistency.",Tears of Dew Late Harvest,86,20.0,California,Paso Robles,Central Coast,Moscato,EOS,False,Premium: $15-20
95,US,"Aromas of ripe (leaning almost overripe) apple, melon and orange peel are followed by medium-sweet fruit flavors. It needs more acid to stand it up.",Tudor Hills Vineyard,86,17.0,Washington,Yakima Valley,Columbia Valley,Pinot Grigio,Martinez & Martinez,False,Premium: $15-20
96,US,"Strong wood smoke and grilled meat aromas lead to equally assertive oak and dried herb flavors, giving this wine extreme personality. It has medium body and rather soft tannins and texture to balance.",*Unknown Wine*,86,12.0,California,Lodi,Central Valley,Cabernet Franc,Ironstone,True,Popular: $10-15
97,US,"This medium-bodied wine has more earthy and floral flavors than straightforward fruit, so it's something a bit different. Well-priced and easy to drink, it can please a crowd.",*Unknown Wine*,86,10.0,California,California,California Other,Chardonnay,Leaping Horse,False,Value: Under $10
98,US,"This wine is dry and substantial, emphasizing earthy, savory flavors over fruity ones. An attractive walnut and almond element carries through from the aroma to the flavors.",*Unknown Wine*,86,13.0,California,California,California Other,White Blend,Kitchen Sink,False,Popular: $10-15
99,US,"This is from a hillside estate vineyard and is entirely barrel fermented, its oak subtle and supportive. Medium bodied and not overripe, it offers honeysuckle aromas and lime and lemon rind flavors.",Homestead Block,86,45.0,California,Napa Valley,Napa,Chardonnay,Kuleto Estate,False,Ultra Premium: $30-50
100,Portugal,"This state-owned estate of forests and vineyards grows organic grapes. This wine, softly structured and ripe has light black fruits and plenty of acidity. An undercurrent of tannin keeps the wine in order and will allow it to age. Drink from 2018.",Companhia das Lezírias Herdade de Catapereiro Single Vineyard,86,12.0,Tejo,Tejo,Tejo,Portuguese Red,Wines & Winemakers,True,Popular: $10-15
101,Argentina,"This copper-tinted rosé of Pinot Noir smells like a rubber gym ball and citrus fruits. A full round bouncy palate brings it around, while dry citrus and stone-fruit flavors show a skins-like quality on a steady finish.",Terroir Único Pinot Noir,86,12.0,Mendoza Province,Tupungato,Tupungato,Rosé,Zorzal,True,Popular: $10-15
102,US,"This mountain-grown wine is hugely tannic and oaky, hard to penetrate in its full-bodied ripeness. Smoky oak and currant flavors vie for attention against a backdrop of concentration and power.",Limited Release Cold Springs Vineyard,86,125.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Charles Krug,True,Iconic: Over $50
103,US,"Savory apples and pears mingle into lemon and bramble in this slightly earthy off-dry Riesling. Sunny tangerine acidity is easy but bright, leading a delicately sweet finish.",Castle Hill Vineyard,86,25.0,New York,Hudson River Region,New York Other,Riesling,Millbrook,False,Super Premium: $20-30
104,South Africa,"Muted aromas of tart gooseberry and lime peel dance in the bouquet, while pithy flavors of plum skin, currant and citrus rind unfold on the lightweight, slightly astringent palate. Pleasant hints of fresh herbs and saline make a fleeting impression on the close.",Circumstance,86,20.0,Stellenbosch,Stellenbosch,Stellenbosch,Sauvignon Blanc,Waterkloof,False,Premium: $15-20
105,Argentina,"Aromas of prune, raisin and black plum are full and gritty. A chunky full-bodied palate feels grabby, while this tastes of generic blackberry, burnt coffee and dark chocolate. A steady plump, rubbery finish closes the show.",Reserva,86,15.0,Mendoza Province,Valle de Uco,Valle de Uco,Malbec,Viñalba,True,Popular: $10-15
106,France,"This pale pink-grey colored wine is a blend of Duras and Merlot. It is lively and fruity, with a red-currant flavor, delicious crisp acidity and a soft, lively aftertaste. Drink now.",*Unknown Wine*,86,20.0,Southwest France,Gaillac,Gaillac,Rosé,Château Clément Termes,True,Premium: $15-20
107,France,This softly fruity wine has the lightest of tannins and plenty of simple red-berry fruits. There is an earthy edge to the young wine as well as plenty of acidity at the end. Drink now.,Il est des nôôôtres!,86,15.0,Southwest France,Southwest France,Southwest France,Gamay,Château Coutinel,True,Popular: $10-15
108,Portugal,"This broad, fruity wine brings out ripe berry flavors in spades. It has generous fruit, soft tannins and a smooth, open texture. Drink now.",Convento da Vila,86,7.0,Alentejano,Alentejano,Alentejano,Portuguese Red,Adega Cooperativa de Borba,True,Value: Under $10
109,US,"Let this burly, big-boned beauty open to fully enjoy its robust oak and fistfuls of black cherry, the oak showing in terms of toasty, slightly reductive aromas. A smooth texture keeps the wine flowing along a concentrated highway of power and ripeness.",The Flyer,91,59.0,California,Russian River Valley,Sonoma,Pinot Noir,MacPhail,True,Iconic: Over $50
110,US,"This small-quantity selection from within the Charles Vineyard was fermented by native yeast, and neither fined nor filtered. It is quite aromatic, full bodied and moderately fruity, and has a nice rounded mouthfeel, generous red-cherry and spice flavors and good structure from acidity and mild tannins. Tart cherry lingers on the finish.",Charles Vineyard Clone 05,91,49.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Foursight,True,Ultra Premium: $30-50
111,US,"A deeper salmon color with elegantly lacy bubbles and a slight cloudy appearance, this sparkler by Norm Yost offers dessicated watermelon, dried orange blossoms, yeast, citrus rinds and fresher strawberry notes on the nose. Tart raspberry and yeasty melon show on the palate, which offers a salty component as well as a surprising but nice amount of grip.",Solomon Hills Vineyard Rosé,91,42.0,California,Santa Maria Valley,Central Coast,Sparkling Blend,Goat Bubbles,True,Ultra Premium: $30-50
112,US,"This wine takes time to unravel and reveal itself, rewarding the patient with a wealth of high-toned citrus and elegantly wound, medium-bodied honeyed pear and caramel. Lengthy and complex, it's one to consider aging and allowing to further mellow over time. Drink now through 2021.",Paris Tasting Commemorative,91,93.0,California,Napa Valley,Napa,Chardonnay,Grgich Hills,False,Iconic: Over $50
113,US,"This wine is tasty, tangy and nervy, bringing a very refreshing and appetizing mouthfeel, and wonderful fresh acidity. All of that tang shows good fruitiness too, as the red-cherry and cranberry flavors are vivid and concentrated. It's a versatile wine to drink now or buy by the case to save some bottles for more aging.",Methode a l'Ancienne,91,32.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Navarro,True,Ultra Premium: $30-50
114,US,"This medium-bodied wine has a compelling blend of restraint and power. It offers modest, fruity aromas at first, then nice tart fruit flavors that start off lean and soon expand exponentially in the mouth before tapering off elegantly on the finish. With little oak flavor in the way, it gives pure Pinot sophistication.",*Unknown Wine*,91,20.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Navarro,True,Premium: $15-20
115,US,"Renwood's tiny two-barrel production of its most expensive Zinfandel has aromas like vanilla and coconut and flavors as rich as milk chocolate and strawberry jam. This full-bodied wine is practically a liquid dessert, though it's not overly sweet. It's full-bodied, smooth and broad in texture.",Grand Wren,90,100.0,California,Amador County,Sierra Foothills,Zinfandel,Renwood,True,Iconic: Over $50
116,US,"This is a thick, chocolatey wine with a side of leather and black pepper that appeals on multiple levels. Full-bodied concentration gives way to a smooth, rounded palate robust in blackberry and vanilla.",Central Park West Vineyard,90,50.0,California,St. Helena,Napa,Cabernet Sauvignon,Trinchero,True,Ultra Premium: $30-50
117,Spain,"Aromas of strawberry, currant and spice are good in a subtle, non-pushy way. Fresh and grabby on the palate, this tastes of red fruits, baking spices and cocoa. Drying tannins along with cassis and chocolate flavors push a healthy finish. Drink through 2020.",Arnegui Reserva,90,22.0,Northern Spain,Rioja,Rioja,Tempranillo,Pagos del Rey,True,Super Premium: $20-30
118,Italy,"Scents of Spanish broom, pineapple, orchard fruit and a saline note meld together in the glass. The focused palate offers mature apple, peach, botanical herb and mineral alongside firm acidity.",Chianta Bianco,90,45.0,Sicily & Sardinia,Etna,Etna,White Blend,Biondi,False,Ultra Premium: $30-50
